City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
261,Nioro,13.35,-15.75,79.84,62,51,10.67,broken clouds,GM,2022-05-16 23:36:31
262,Kaitangata,-46.2817,169.8464,55.06,75,100,2.89,overcast clouds,NZ,2022-05-16 23:36:32
263,Mahon,39.8885,4.2658,66.76,94,100,2.3,overcast clouds,ES,2022-05-16 23:36:32
264,Flin Flon,54.7682,-101.865,53.44,32,40,6.91,scattered clouds,CA,2022-05-16 23:36:33
265,Krasnogorskoye,52.2953,86.1979,56.55,72,77,3.96,broken clouds,RU,2022-05-16 23:36:34
266,Sikonge,-5.6333,32.7667,64.33,73,53,4.36,broken clouds,TZ,2022-05-16 23:36:35
267,Kiunga,-6.1219,141.2906,74.91,99,98,0.76,overcast clouds,PG,2022-05-16 23:36:36
268,Kudahuvadhoo,2.6708,72.8944,83.32,78,93,21.63,overcast clouds,MV,2022-05-16 23:36:36
269,Lavrentiya,65.5833,-171.0,28.71,69,70,2.1,broken clouds,RU,2022-05-16 23:36:37
270,Sinop,41.7711,34.8709,52.25,62,50,7.07,scattered clouds,TR,2022-05-16 23:36:38
271,Yola,9.2,12.4833,85.96,52,81,7.29,light rain,NG,2022-05-16 23:36:38
272,Anadyr,64.75,177.4833,46.9,61,0,6.71,clear sky,RU,2022-05-16 23:36:39
273,Suez,29.9737,32.5263,65.7,66,100,9.84,overcast clouds,EG,2022-05-16 23:36:41
274,Iqaluit,63.7506,-68.5145,26.33,79,75,13.8,broken clouds,CA,2022-05-16 23:36:41
275,Sambava,-14.2667,50.1667,71.8,83,18,9.73,few clouds,MG,2022-05-16 23:36:52
276,Neuquen,-38.9516,-68.0591,49.89,53,0,2.3,clear sky,AR,2022-05-16 23:36:53
277,Vila Franca Do Campo,37.7167,-25.4333,59.41,72,9,16.96,clear sky,PT,2022-05-16 23:36:53
278,Half Moon Bay,37.4636,-122.4286,72.03,76,100,27.63,mist,US,2022-05-16 23:36:54
279,Yar-Sale,66.8333,70.8333,36.72,99,100,3.85,overcast clouds,RU,2022-05-16 23:36:55
280,Tampere,61.4991,23.7871,40.15,68,75,11.5,broken clouds,FI,2022-05-16 23:36:56
281,Grindavik,63.8424,-22.4338,53.55,71,75,13.8,broken clouds,IS,2022-05-16 23:36:56
282,Pangnirtung,66.1451,-65.7125,22.91,91,33,2.39,scattered clouds,CA,2022-05-16 23:36:57
283,Djibo,14.1022,-1.6306,95.5,22,90,8.03,overcast clouds,BF,2022-05-16 23:36:58
284,Sokolovo,52.5318,84.7896,60.51,60,88,4.56,overcast clouds,RU,2022-05-16 23:36:59
285,Cidreira,-30.1811,-50.2056,54.25,72,32,21.36,scattered clouds,BR,2022-05-16 23:37:00
286,Havoysund,70.9963,24.6622,35.91,66,100,22.15,light rain,NO,2022-05-16 23:37:01
287,Waitara,-38.925,174.25,67.5,95,100,18.34,overcast clouds,NZ,2022-05-16 23:37:02
288,Vrangel,42.7297,133.0839,54.52,62,4,5.55,clear sky,RU,2022-05-16 23:37:03
289,Taoudenni,22.6783,-3.9836,91.04,9,0,9.33,clear sky,ML,2022-05-16 23:37:03
290,Ahipara,-35.1667,173.1667,69.57,73,95,13.33,overcast clouds,NZ,2022-05-16 23:37:04
291,Jalu,29.0331,21.5482,78.75,29,0,5.79,clear sky,LY,2022-05-16 23:37:05
292,Byron Bay,-28.65,153.6167,69.71,90,94,8.5,overcast clouds,AU,2022-05-16 23:36:30
293,Atikokan,48.7555,-91.6216,42.91,69,100,7.36,overcast clouds,CA,2022-05-16 23:37:06
294,Chicama,-7.8447,-79.1469,63.14,76,75,5.82,broken clouds,PE,2022-05-16 23:37:07
295,Sangar,63.9242,127.4739,36.28,88,100,4.54,overcast clouds,RU,2022-05-16 23:37:07
296,Iranshahr,27.2025,60.6848,78.12,9,0,3.62,clear sky,IR,2022-05-16 23:37:08
297,Koboko,3.4136,30.9599,64.87,80,72,3.96,broken clouds,UG,2022-05-16 23:37:09
298,Tual,-5.6667,132.75,84.06,70,40,17.4,scattered clouds,ID,2022-05-16 23:37:09
299,Kaeo,-35.1,173.7833,69.94,71,93,11.39,overcast clouds,NZ,2022-05-16 23:37:10
300,Salalah,17.0151,54.0924,82.49,78,20,3.44,few clouds,OM,2022-05-16 23:37:11
301,Kyren,51.6828,102.1408,58.89,56,96,4.05,overcast clouds,RU,2022-05-16 23:37:11
302,Natal,-5.795,-35.2094,79.02,94,20,5.75,few clouds,BR,2022-05-16 23:37:12
303,Weatherford,32.7593,-97.7972,91.8,45,1,5.01,clear sky,US,2022-05-16 23:37:13
304,Murgab,37.4966,61.9714,67.87,52,2,0.0,clear sky,TM,2022-05-16 23:37:14
305,Evensk,61.95,159.2333,35.98,99,100,2.04,light rain,RU,2022-05-16 23:37:14
306,Adeje,28.1227,-16.726,67.01,76,20,6.91,few clouds,ES,2022-05-16 23:37:15
307,Husavik,66.0449,-17.3389,49.66,73,26,8.86,scattered clouds,IS,2022-05-16 23:37:16
308,Fortuna,40.5982,-124.1573,60.93,70,40,18.41,scattered clouds,US,2022-05-16 23:37:17
309,Schwabach,49.3292,11.0256,62.51,88,100,9.22,overcast clouds,DE,2022-05-16 23:37:18
310,Cradock,-32.1642,25.6192,57.97,59,0,6.38,clear sky,ZA,2022-05-16 23:37:18
311,Ranong,9.9658,98.6348,76.93,90,100,1.95,overcast clouds,TH,2022-05-16 23:37:19
312,Raca,44.2271,20.9775,57.02,65,24,4.94,few clouds,RS,2022-05-16 23:37:20
313,Mesyagutovo,55.5303,58.2528,43.07,96,84,6.62,broken clouds,RU,2022-05-16 23:37:21
314,Souillac,-20.5167,57.5167,75.58,73,75,11.5,broken clouds,MU,2022-05-16 23:37:00
315,Milkovo,54.7167,158.6167,42.57,70,95,2.06,overcast clouds,RU,2022-05-16 23:37:22
316,Dingle,10.9995,122.6711,82.71,74,99,0.54,overcast clouds,PH,2022-05-16 23:37:23
317,Arshan,46.2732,44.22,52.18,61,67,11.18,broken clouds,RU,2022-05-16 23:37:24
318,Saldanha,-33.0117,17.9442,57.25,52,43,4.72,scattered clouds,ZA,2022-05-16 23:37:24
319,Kastamonu,41.5,33.6667,45.86,76,6,1.3,clear sky,TR,2022-05-16 23:37:25
320,Balkanabat,39.5108,54.3671,75.34,40,90,4.23,overcast clouds,TM,2022-05-16 23:37:36
321,Abnub,27.2696,31.1511,75.4,31,100,12.35,overcast clouds,EG,2022-05-16 23:37:36
322,Ariquemes,-9.9133,-63.0408,72.95,91,100,5.23,overcast clouds,BR,2022-05-16 23:37:37
323,Marsa Matruh,31.3525,27.2453,65.98,80,0,6.17,clear sky,EG,2022-05-16 23:37:38
324,Umm Lajj,25.0213,37.2685,80.55,66,83,13.42,broken clouds,SA,2022-05-16 23:37:39
325,Muli,2.9167,73.5667,83.16,80,93,21.81,overcast clouds,MV,2022-05-16 23:37:39
326,El Alto,-4.2714,-81.2147,69.46,82,48,13.85,scattered clouds,PE,2022-05-16 23:37:40
327,Hirna,9.2167,41.1,61.0,68,3,8.88,clear sky,ET,2022-05-16 23:37:41
328,Brae,60.3964,-1.353,48.94,90,100,13.94,overcast clouds,GB,2022-05-16 23:37:41
329,Klaksvik,62.2266,-6.589,47.32,85,34,23.82,scattered clouds,FO,2022-05-16 23:37:42
330,Tamale,9.4008,-0.8393,86.83,47,99,7.05,overcast clouds,GH,2022-05-16 23:37:43
331,Trofors,65.5333,13.4063,27.79,89,52,2.28,broken clouds,NO,2022-05-16 23:37:44
332,Havelock,34.8791,-76.9013,78.76,82,0,20.71,thunderstorm,US,2022-05-16 23:37:44
333,Bulgan,48.8125,103.5347,56.77,40,87,1.43,overcast clouds,MN,2022-05-16 23:37:45
334,General Roca,-39.0333,-67.5833,44.62,42,40,5.1,scattered clouds,AR,2022-05-16 23:37:46
335,Kamiiso,41.8167,140.65,55.78,71,75,4.61,broken clouds,JP,2022-05-16 23:37:47
336,Koumac,-20.5667,164.2833,80.51,64,63,3.11,broken clouds,NC,2022-05-16 23:37:47
337,Ende,-8.8432,121.6623,80.67,85,72,2.89,broken clouds,ID,2022-05-16 23:37:48
338,Bubaque,11.2833,-15.8333,79.52,84,99,11.23,overcast clouds,GW,2022-05-16 23:37:49
339,Bosaso,11.2842,49.1816,88.34,31,21,7.4,few clouds,SO,2022-05-16 23:37:50
340,Zhigansk,66.7697,123.3711,30.09,86,100,5.39,overcast clouds,RU,2022-05-16 23:37:50
341,Kroya,-7.6331,109.2461,79.57,85,86,3.87,overcast clouds,ID,2022-05-16 23:37:51
342,Andijon,40.7821,72.3442,61.88,47,52,5.32,broken clouds,UZ,2022-05-16 23:37:52
343,Zhireken,52.8249,117.3076,54.82,38,9,2.3,clear sky,RU,2022-05-16 23:37:53
344,Pangai,-19.8,-174.35,78.91,53,20,11.5,few clouds,TO,2022-05-16 23:37:53
345,Kautokeino,69.0125,23.0412,14.9,92,55,3.83,broken clouds,NO,2022-05-16 23:37:55
346,Eldorado,-23.7869,-54.2836,50.09,73,0,8.12,clear sky,BR,2022-05-16 23:37:55
347,Ondjiva,-17.0667,15.7333,65.19,36,34,10.29,scattered clouds,AO,2022-05-16 23:33:52
348,Okha,53.5739,142.9478,38.17,94,94,5.91,overcast clouds,RU,2022-05-16 23:37:56
349,Solnechnyy,50.7214,136.6319,50.7,51,92,8.63,overcast clouds,RU,2022-05-16 23:37:57
350,Bilibino,68.0546,166.4372,37.15,91,96,2.15,overcast clouds,RU,2022-05-16 23:37:58
351,Stornoway,58.2093,-6.3865,51.76,89,98,11.5,overcast clouds,GB,2022-05-16 23:37:59
352,San Quintin,30.4833,-115.95,64.8,73,1,17.07,clear sky,MX,2022-05-16 23:38:00
353,Vostok,46.4856,135.8833,54.63,49,24,4.23,few clouds,RU,2022-05-16 23:38:01
354,Stawell,-37.05,142.7667,50.97,74,100,8.37,overcast clouds,AU,2022-05-16 23:38:02
355,Tondano,1.3038,124.9112,73.49,80,82,1.12,broken clouds,ID,2022-05-16 23:38:02
356,Carutapera,-1.195,-46.02,77.9,91,52,7.45,broken clouds,BR,2022-05-16 23:38:03
357,Sal Rei,16.1833,-22.9167,72.45,88,53,18.48,broken clouds,CV,2022-05-16 23:38:04
358,Salym,60.0625,71.4789,51.67,97,100,1.16,overcast clouds,RU,2022-05-16 23:38:05
359,Sembe,1.6481,14.5806,70.88,92,85,1.12,overcast clouds,CG,2022-05-16 23:38:05
360,Thinadhoo,0.5333,72.9333,83.91,74,98,19.28,overcast clouds,MV,2022-05-16 23:38:06
361,Colborne,44.0001,-77.8828,56.41,88,100,11.7,overcast clouds,CA,2022-05-16 23:38:07
362,Sainte-Anne-Des-Monts,49.124,-66.4924,42.67,100,100,1.14,overcast clouds,CA,2022-05-16 23:37:05
363,Onguday,50.75,86.15,53.15,73,40,1.52,scattered clouds,RU,2022-05-16 23:38:08
364,Goderich,43.7501,-81.7165,61.12,59,56,3.44,broken clouds,CA,2022-05-16 23:38:08
365,Zyukayka,58.2025,54.7003,44.78,97,100,2.8,overcast clouds,RU,2022-05-16 23:38:19
366,Pacific Grove,36.6177,-121.9166,75.54,79,75,12.66,broken clouds,US,2022-05-16 23:38:20
367,Sydney,-33.8679,151.2073,65.32,65,0,7.0,clear sky,AU,2022-05-16 23:33:43
368,Wattegama,6.7989,81.4808,76.68,86,77,9.06,broken clouds,LK,2022-05-16 23:38:22
369,North Bend,43.4065,-124.2243,60.93,83,100,13.8,overcast clouds,US,2022-05-16 23:38:23
370,Lorengau,-2.0226,147.2712,84.61,66,63,7.61,broken clouds,PG,2022-05-16 23:38:23
371,Makat,47.6469,53.3463,57.83,57,30,9.35,scattered clouds,KZ,2022-05-16 23:38:25
372,San Luis De Palenque,5.4214,-71.7317,75.42,95,100,2.19,overcast clouds,CO,2022-05-16 23:38:25
373,Le Moule,16.3332,-61.3473,77.04,100,84,16.6,broken clouds,GP,2022-05-16 23:38:26
374,Aykhal,66.0,111.5,33.58,95,100,6.98,overcast clouds,RU,2022-05-16 23:38:27
375,Hobyo,5.3505,48.5268,79.39,83,3,24.99,clear sky,SO,2022-05-16 23:38:28
376,Auki,-8.7676,160.7034,83.86,72,43,4.92,scattered clouds,SB,2022-05-16 23:38:29
377,Ostrovnoy,68.0531,39.5131,35.74,86,100,18.28,overcast clouds,RU,2022-05-16 23:38:29
378,Fairbanks,64.8378,-147.7164,51.03,59,75,1.14,broken clouds,US,2022-05-16 23:35:02
379,Suhbaatar,50.2314,106.2078,61.38,35,86,3.44,overcast clouds,MN,2022-05-16 23:38:30
380,Nabire,-3.3667,135.4833,81.95,73,15,1.7,few clouds,ID,2022-05-16 23:38:31
381,Srednekolymsk,67.45,153.6833,43.72,77,72,3.31,broken clouds,RU,2022-05-16 23:38:32
382,Hualmay,-11.0964,-77.6139,63.63,88,89,5.75,overcast clouds,PE,2022-05-16 23:38:33
383,Guiren,33.6697,118.1889,72.0,41,0,14.41,clear sky,CN,2022-05-16 23:38:33
384,Kruisfontein,-34.0033,24.7314,68.88,30,0,11.18,clear sky,ZA,2022-05-16 23:38:34
385,Tiznit,29.5833,-9.5,62.26,72,1,1.39,clear sky,MA,2022-05-16 23:38:35
386,Tonj,7.2737,28.6822,74.17,80,26,1.83,light rain,SS,2022-05-16 23:38:36
387,Vredendal,-31.6683,18.5012,70.93,20,28,8.52,scattered clouds,ZA,2022-05-16 23:38:36
388,Nizhniy Lomov,53.5304,43.6766,39.99,95,28,7.63,scattered clouds,RU,2022-05-16 23:38:37
389,Nanortalik,60.1432,-45.2371,38.68,81,99,4.76,overcast clouds,GL,2022-05-16 23:38:38
390,Fujin,47.26,132.0322,61.52,26,73,13.06,broken clouds,CN,2022-05-16 23:38:39
391,Pasni,25.2631,63.471,82.04,69,0,12.35,clear sky,PK,2022-05-16 23:38:40
392,Soto La Marina,23.7667,-98.2167,85.77,48,0,17.22,clear sky,MX,2022-05-16 23:38:41
393,Oktyabrskoye,43.0645,44.7417,53.74,81,100,4.47,light rain,RU,2022-05-16 23:38:41
394,Hami,42.8,93.45,69.82,27,100,10.07,overcast clouds,CN,2022-05-16 23:38:42
395,Zemio,5.0314,25.1361,69.85,90,95,0.47,overcast clouds,CF,2022-05-16 23:38:43
396,Saint-Augustin,51.226,-58.6502,36.54,93,100,16.49,overcast clouds,CA,2022-05-16 23:38:43
397,Port Lincoln,-34.7333,135.8667,59.09,65,96,5.97,overcast clouds,AU,2022-05-16 23:37:20
398,Pokaran,26.9167,71.9167,78.6,46,0,12.33,clear sky,IN,2022-05-16 23:38:44
399,Jamtara,23.95,86.8,84.15,68,21,10.29,few clouds,IN,2022-05-16 23:38:45
400,Chakulia,22.4833,86.7167,82.17,76,62,8.23,broken clouds,IN,2022-05-16 23:38:46
401,Barberton,-25.7884,31.0532,57.25,96,8,3.2,clear sky,ZA,2022-05-16 23:38:47
402,Praia,14.9215,-23.5087,79.34,50,0,24.16,clear sky,CV,2022-05-16 23:34:07
403,Otjiwarongo,-20.4637,16.6477,58.28,38,2,16.33,clear sky,NA,2022-05-16 23:38:48
404,Kapit,2.0167,112.9333,75.58,99,99,1.52,overcast clouds,MY,2022-05-16 23:38:48
405,Evans,33.5337,-82.1307,89.8,51,0,6.91,clear sky,US,2022-05-16 23:37:05
406,Narsaq,60.9167,-46.05,50.22,66,100,2.91,overcast clouds,GL,2022-05-16 23:38:50
407,Glendive,47.1053,-104.7125,76.75,39,100,11.01,overcast clouds,US,2022-05-16 23:35:36
408,Jacareacanga,-6.2222,-57.7528,75.04,98,89,1.83,moderate rain,BR,2022-05-16 23:38:51
409,Lysyanka,49.2523,30.8295,44.55,74,56,3.89,broken clouds,UA,2022-05-16 23:38:52
410,Marsh Harbour,26.5412,-77.0636,74.43,76,100,12.62,overcast clouds,BS,2022-05-16 23:38:52
411,Clarence Town,-32.5833,151.7833,67.86,59,0,7.52,clear sky,AU,2022-05-16 23:39:03
412,Port Victoria,0.0939,33.9756,68.04,77,27,6.46,scattered clouds,KE,2022-05-16 23:39:04
413,Esperance,-33.8667,121.9,57.22,67,0,13.4,clear sky,AU,2022-05-16 23:39:05
414,Naze,28.3667,129.4833,63.52,82,100,11.05,light rain,JP,2022-05-16 23:39:06
415,Nanyang,32.9947,112.5328,68.09,44,0,8.93,clear sky,CN,2022-05-16 23:36:38
416,Hemsedal,60.8629,8.5534,38.32,67,0,2.3,clear sky,NO,2022-05-16 23:39:07
417,Kapoeta,4.7717,33.5903,78.55,46,18,9.37,few clouds,SS,2022-05-16 23:39:08
418,Nushki,29.5542,66.0215,71.64,19,0,2.59,clear sky,PK,2022-05-16 23:39:08
419,Muisne,0.6,-80.0333,76.78,88,100,6.62,overcast clouds,EC,2022-05-16 23:39:09
420,Alvorada,-12.48,-49.1247,78.42,57,50,4.34,scattered clouds,BR,2022-05-16 23:39:10
421,Gisborne,-38.6533,178.0042,69.03,71,54,9.28,broken clouds,NZ,2022-05-16 23:39:11
422,Sao Joao Da Barra,-21.6403,-41.0511,69.78,93,67,8.61,broken clouds,BR,2022-05-16 23:39:12
423,Chimore,-16.9833,-65.1333,63.39,86,100,2.24,overcast clouds,BO,2022-05-16 23:39:13
424,Kununurra,-15.7667,128.7333,75.18,73,0,0.0,clear sky,AU,2022-05-16 23:34:38
425,Assare,-6.8744,-39.875,75.15,62,74,3.62,broken clouds,BR,2022-05-16 23:39:14
426,Chauk,20.8833,94.8167,84.54,68,82,4.07,broken clouds,MM,2022-05-16 23:39:15
427,Sivas,39.7916,37.0019,41.63,93,0,1.14,clear sky,TR,2022-05-16 23:39:16
428,Treinta Y Tres,-33.2333,-54.3833,51.75,83,80,19.66,broken clouds,UY,2022-05-16 23:39:17
429,Timra,62.487,17.3257,38.88,52,0,11.5,clear sky,SE,2022-05-16 23:39:18
430,Russell,32.3502,-85.1999,89.2,45,0,9.22,clear sky,US,2022-05-16 23:39:19
431,Sumenep,-7.0167,113.8667,82.69,77,99,6.35,overcast clouds,ID,2022-05-16 23:39:19
432,Gariaband,20.635,82.0614,86.31,44,93,3.58,overcast clouds,IN,2022-05-16 23:39:20
433,Houma,29.5958,-90.7195,86.0,69,0,13.8,clear sky,US,2022-05-16 23:39:21
434,Sao Filipe,14.8961,-24.4956,75.45,76,48,10.94,scattered clouds,CV,2022-05-16 23:39:22
435,Dawlatabad,36.4141,64.9053,72.25,28,0,1.3,clear sky,AF,2022-05-16 23:39:23
436,Reconquista,-29.15,-59.65,48.85,68,5,7.07,clear sky,AR,2022-05-16 23:39:23
437,Goure,13.9835,10.2704,79.95,11,11,9.95,few clouds,NE,2022-05-16 23:39:24
438,Gizo,-8.103,156.8419,83.7,69,9,0.07,clear sky,SB,2022-05-16 23:39:25
439,Flinders,-34.5833,150.8552,65.37,56,0,3.0,clear sky,AU,2022-05-16 23:39:26
440,Cairns,-16.9167,145.7667,81.1,73,0,0.0,clear sky,AU,2022-05-16 23:39:26
441,Khash,28.2211,61.2158,65.98,11,0,1.1,clear sky,IR,2022-05-16 23:39:27
442,Lodja,-3.4833,23.4333,68.41,99,92,1.52,overcast clouds,CD,2022-05-16 23:39:28
443,Nizhniy Ingash,56.2,96.53,59.05,67,80,5.53,broken clouds,RU,2022-05-16 23:39:29
444,Oranjemund,-28.55,16.4333,68.58,36,1,3.42,clear sky,NA,2022-05-16 23:39:30
445,Madang,-5.2246,145.7966,84.22,68,16,1.74,few clouds,PG,2022-05-16 23:39:31
446,Rybinsk,58.0446,38.8426,43.36,98,100,9.78,light rain,RU,2022-05-16 23:39:32
447,Tuatapere,-46.1333,167.6833,53.78,80,100,10.92,light rain,NZ,2022-05-16 23:39:32
448,Sambalpur,21.45,83.9667,87.84,44,100,6.24,overcast clouds,IN,2022-05-16 23:39:33
449,Taungdwingyi,20.0167,95.55,80.74,77,92,9.48,overcast clouds,MM,2022-05-16 23:39:34
450,Le Port,-20.9373,55.2919,73.36,77,24,5.41,few clouds,RE,2022-05-16 23:39:35
451,Westerland,54.9079,8.3033,56.01,76,100,10.36,moderate rain,DE,2022-05-16 23:39:36
452,Grand Gaube,-20.0064,57.6608,75.6,76,88,4.0,overcast clouds,MU,2022-05-16 23:39:37
453,Champerico,14.3,-91.9167,90.14,67,92,8.55,overcast clouds,GT,2022-05-16 23:39:37
454,Tiksi,71.6872,128.8694,24.84,93,100,15.73,light snow,RU,2022-05-16 23:35:45
455,Melfi,40.9965,15.6514,58.5,79,91,5.59,overcast clouds,IT,2022-05-16 23:39:38
456,Udachnyy,66.4167,112.4,37.45,74,100,8.3,overcast clouds,RU,2022-05-16 23:39:49
457,Riberalta,-10.9833,-66.1,70.0,94,100,18.41,overcast clouds,BO,2022-05-16 23:39:50
458,Coromandel,-18.4733,-47.2003,60.85,94,65,5.35,broken clouds,BR,2022-05-16 23:39:51
459,Najran,17.4924,44.1277,66.85,9,6,3.02,clear sky,SA,2022-05-16 23:36:50
460,Paamiut,61.994,-49.6678,33.71,85,5,13.76,clear sky,GL,2022-05-16 23:39:52
461,Mbandaka,0.0487,18.2603,72.16,95,96,2.8,overcast clouds,CD,2022-05-16 23:39:53
462,Tucumcari,35.1717,-103.725,87.64,25,40,36.82,scattered clouds,US,2022-05-16 23:39:54
463,Cururupu,-1.8283,-44.8683,76.8,89,48,4.56,scattered clouds,BR,2022-05-16 23:39:55
464,Bathsheba,13.2167,-59.5167,81.21,83,20,17.27,few clouds,BB,2022-05-16 23:39:56
465,Gasa,31.5,34.4667,65.88,80,100,2.08,overcast clouds,PS,2022-05-16 23:39:56
466,San Jose,37.3394,-121.895,75.09,53,75,17.27,broken clouds,US,2022-05-16 23:32:20
467,Nalut,30.3333,10.85,76.44,21,50,10.89,scattered clouds,LY,2022-05-16 23:39:58
468,Osmena,10.5208,119.9258,78.57,84,100,4.25,overcast clouds,PH,2022-05-16 23:39:58
469,Cornwall,45.0181,-74.7281,61.18,100,100,10.36,overcast clouds,CA,2022-05-16 23:37:51
470,Hirado,33.3597,129.5531,65.14,55,83,4.03,broken clouds,JP,2022-05-16 23:40:00
471,Lincoln,40.8,-96.667,82.47,37,0,12.66,clear sky,US,2022-05-16 23:40:00
472,Rio Gallegos,-51.6226,-69.2181,37.45,100,0,3.44,clear sky,AR,2022-05-16 23:40:01
473,Clermont,49.5,2.4167,62.71,86,100,4.68,overcast clouds,FR,2022-05-16 23:40:02
474,Berbera,10.4396,45.0143,86.81,54,29,2.84,scattered clouds,SO,2022-05-16 23:40:03
475,Gushikawa,26.3544,127.8686,67.23,95,100,5.75,moderate rain,JP,2022-05-16 23:40:03
476,Monroe,43.1501,-77.6831,56.98,88,75,10.36,broken clouds,US,2022-05-16 23:40:04
477,Gazojak,41.1875,61.4036,76.55,17,29,7.05,scattered clouds,TM,2022-05-16 23:40:05
478,Cobourg,50.2667,10.9667,62.8,91,100,1.99,light rain,DE,2022-05-16 23:40:06
479,Upernavik,72.7868,-56.1549,14.25,89,22,9.44,few clouds,GL,2022-05-16 23:40:07
480,Verkh-Suetka,53.3,80.05,60.67,63,34,8.3,scattered clouds,RU,2022-05-16 23:40:07
481,Te Anau,-45.4167,167.7167,55.67,76,99,5.68,overcast clouds,NZ,2022-05-16 23:40:09
482,Ushtobe,45.2514,77.9838,62.85,49,86,6.51,overcast clouds,KZ,2022-05-16 23:40:10
483,Cervo,43.6702,-7.4101,65.97,78,4,5.88,clear sky,ES,2022-05-16 23:40:11
484,Srandakan,-7.9386,110.2506,78.17,85,70,4.09,broken clouds,ID,2022-05-16 23:40:11
485,Makakilo City,21.3469,-158.0858,80.92,61,100,6.91,overcast clouds,US,2022-05-16 23:38:23
486,Buraydah,26.326,43.975,82.85,24,0,9.46,clear sky,SA,2022-05-16 23:40:13
487,Shubarkuduk,49.1447,56.4872,49.91,87,35,7.36,scattered clouds,KZ,2022-05-16 23:40:13
488,Morro Bay,35.3658,-120.8499,88.38,59,30,8.99,scattered clouds,US,2022-05-16 23:40:14
489,Sehithwa,-20.4667,22.7167,59.65,64,43,9.69,scattered clouds,BW,2022-05-16 23:40:15
490,Mayo,38.8876,-76.5119,71.71,88,75,6.91,broken clouds,US,2022-05-16 23:40:16
491,Lakselv,70.0513,24.9718,35.42,64,100,13.8,overcast clouds,NO,2022-05-16 23:40:16
492,Qasigiannguit,68.8193,-51.1922,30.45,88,9,4.59,clear sky,GL,2022-05-16 23:40:17
493,Barcelona,41.3888,2.159,70.14,82,20,4.61,few clouds,ES,2022-05-16 23:40:18
494,Maragogi,-9.0122,-35.2225,77.74,88,42,5.21,scattered clouds,BR,2022-05-16 23:40:19
495,Vestmanna,62.1564,-7.1664,45.52,76,40,20.71,scattered clouds,FO,2022-05-16 23:40:20
496,Manaure,11.7751,-72.4445,86.23,66,95,15.99,overcast clouds,CO,2022-05-16 23:40:20
497,Ipaussu,-23.0553,-49.6284,54.79,83,1,4.9,clear sky,BR,2022-05-16 23:40:21
498,Jumla,29.2747,82.1838,54.55,63,41,3.91,scattered clouds,NP,2022-05-16 23:40:22
499,Neka,36.6508,53.299,59.88,85,23,11.74,few clouds,IR,2022-05-16 23:40:22
500,Oshakati,-17.7833,15.6833,59.02,29,89,14.38,overcast clouds,NA,2022-05-16 23:40:23
501,Soure,-0.7167,-48.5233,80.53,85,78,11.83,broken clouds,BR,2022-05-16 23:40:24
502,Severo-Kurilsk,50.6789,156.125,40.03,89,65,8.61,broken clouds,RU,2022-05-16 23:40:25
503,Ambam,2.3833,11.2833,70.05,99,100,2.98,light rain,CM,2022-05-16 23:40:25
504,Yelizovo,53.1873,158.3805,42.94,75,75,2.24,broken clouds,RU,2022-05-16 23:40:36
505,Tabalosos,-6.35,-76.6833,70.0,98,76,0.16,broken clouds,PE,2022-05-16 23:40:37
506,Westerville,40.1262,-82.9291,73.38,44,40,16.11,scattered clouds,US,2022-05-16 23:35:58
507,Chumikan,54.7183,135.315,34.95,88,86,8.16,overcast clouds,RU,2022-05-16 23:40:38
508,Omboue,-1.5746,9.2618,78.33,89,96,4.21,overcast clouds,GA,2022-05-16 23:40:39
509,Jackson,42.4165,-122.8345,74.16,38,0,10.36,clear sky,US,2022-05-16 23:40:39
510,Curuca,-0.7289,-47.8481,75.99,95,42,4.63,scattered clouds,BR,2022-05-16 23:40:40
511,Ilhabela,-23.7781,-45.3581,67.93,86,78,3.06,broken clouds,BR,2022-05-16 23:40:41
512,Sola,-13.8833,167.55,80.31,79,88,15.32,overcast clouds,VU,2022-05-16 23:40:41
513,Hays,30.0502,-98.0336,96.1,32,3,7.0,clear sky,US,2022-05-16 23:36:10
514,Bam,29.106,58.357,79.5,12,0,7.09,clear sky,IR,2022-05-16 23:40:43
515,Chunskiy,56.0815,99.6342,56.89,79,74,4.38,broken clouds,RU,2022-05-16 23:40:44
516,Bud,39.447,-86.1758,78.75,70,18,6.46,few clouds,US,2022-05-16 23:40:44
517,South Lake Tahoe,38.9332,-119.9844,69.75,21,0,9.22,clear sky,US,2022-05-16 23:38:34
518,Paita,-5.0892,-81.1144,66.34,85,53,14.23,broken clouds,PE,2022-05-16 23:40:45
519,Leh,34.1667,77.5833,43.79,49,31,3.04,scattered clouds,IN,2022-05-16 23:39:14
520,Hasaki,35.7333,140.8333,63.28,84,100,15.93,overcast clouds,JP,2022-05-16 23:40:46
521,Ajaigarh,24.9,80.2667,88.03,13,4,9.64,clear sky,IN,2022-05-16 23:40:47
522,Songjianghe,42.1859,127.479,54.23,57,2,6.96,clear sky,CN,2022-05-16 23:40:48
523,Fortuna Foothills,32.6578,-114.4119,101.55,10,0,6.91,clear sky,US,2022-05-16 23:40:49
524,Lake City,30.1897,-82.6393,82.78,57,0,8.05,clear sky,US,2022-05-16 23:40:49
525,Moranbah,-22.0016,148.0466,74.25,72,96,17.58,overcast clouds,AU,2022-05-16 23:36:41
